Country,city,location,parameter_name,parameter_description,measurement_datetime,measurement_value,unit,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),27-03-17,5.421,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),31-07-23,25.948,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),12-03-19,4.547,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),28-04-16,26.557,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),17-05-10,32.888,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),23-02-14,28.556,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),04-10-20,10.121,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),21-07-20,281.887,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),07-10-13,200.359,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),26-11-22,124.513,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),25-01-18,1.048,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),15-01-10,21.016,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),22-12-20,0.07,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),15-12-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),15-05-18,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),29-03-12,8.76,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),18-12-16,29.983,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),12-01-16,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NOX as NO2,Nitrogen oxides (air),07-09-19,208.517,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),11-10-20,26.969,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),21-06-20,4.177,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),28-04-19,21.971,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),13-08-15,0.217,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),18-05-20,18.352,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),25-09-15,1.754,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),19-04-23,25.23,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO,Nitrogen monoxide (air),28-12-13,20.856,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),14-04-20,21.62,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM2.5,Particulate matter < 2.5 µm (aerosol),12-11-22,29.131,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),26-09-22,48.677,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM2.5,Particulate matter < 2.5 µm (aerosol),03-08-13,15.582,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),17-01-10,55.878,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),19-11-15,64.452,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2019&Year_to=2019&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),09-09-16,35,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),20-09-22,53.468,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),15-05-23,43,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),12-04-11,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),21-08-14,3,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),15-08-16,0.01,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),10-05-17,225.919,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),19-09-12,336.895,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,PM10,Particulate matter < 10 µm (aerosol),19-09-14,29.585,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),04-02-23,140.918,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),24-10-22,60303.007,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),03-10-16,61.666,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),06-07-19,47030.791,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),23-07-10,38.093,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),29-03-20,94.169,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),01-10-13,4.427,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),02-07-10,77.57,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),24-09-15,4.414,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),19-08-10,71,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),19-10-15,424.596,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),20-06-13,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),05-02-19,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),04-08-12,138.993,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),01-12-14,88.7,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),30-05-11,127.962,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NOX as NO2,Nitrogen oxides (air),21-02-17,318.16,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),22-03-14,238.687,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),17-05-15,0.869,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),10-07-16,118.213,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),30-06-19,266,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),28-06-15,244.254,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),29-05-18,52,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),22-05-17,3,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,CO,Carbon monoxide (air),14-08-13,1690,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,O3,Ozone (air),08-12-15,52.808,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,NO,Nitrogen monoxide (air),17-08-20,160.05,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VIJECNICA,SO2,Sulphur dioxide (air),29-07-16,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIJAS,O3,Ozone (air),02-03-22,66.547,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,SO2,Sulphur dioxide (air),12-05-11,138.269,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0050A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO , ILIJAS,NO2,Nitrogen dioxide (air),24-07-11,11.94,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0040A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),16-03-20,12.251,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,NO2,Nitrogen dioxide (air),21-02-22,13.875,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,JAJCE , HARMANI,PM10,Particulate matter < 10 µm (aerosol),11-07-14,2.023,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),11-11-12,30.805,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),11-06-16,73.037,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),17-12-12,57.261,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),02-02-22,71.78,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),16-02-21,35.995,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),18-02-21,8337.34,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),05-05-14,48.799,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),06-04-12,35.119,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),26-11-17,37.781,ug/m3,E2a/UTD AQ e-Reporting,
