Country,city,location,parameter_name,parameter_description,measurement_datetime,measurement_value,unit,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),13-06-16,72.368,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),16-01-16,183.135,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),16-07-19,13,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),03-11-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),03-07-15,115.374,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),21-10-20,55.549,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),03-06-21,17063.416,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),17-11-21,26340.191,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),16-03-19,9527.642,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),23-09-23,12671.95,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),16-01-17,96.602,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,O3,Ozone (air),03-11-20,75.641,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),09-09-12,4.285,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),23-05-14,4.29,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),14-07-19,10.137,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),02-06-17,16.184,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),04-01-20,13.912,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),05-12-14,225.846,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),28-08-12,201.484,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),09-10-10,105.429,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),24-01-21,138.114,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),10-02-14,154.154,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),18-06-12,146.401,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),26-08-19,112.921,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),31-01-18,14.781,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),12-02-19,11.601,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),28-04-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO2,Nitrogen dioxide (air),13-03-10,88.414,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,CO,Carbon monoxide (air),25-01-19,2079.329,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,NO,Nitrogen monoxide (air),22-05-18,0.001,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ_AUTOMAT,SO2,Sulphur dioxide (air),28-10-23,81.795,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),02-11-14,65.909,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),25-11-23,43.155,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),30-05-16,528.469,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),09-10-13,35.317,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),12-03-13,44.538,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),23-08-15,0.32,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),01-06-12,126.184,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),24-11-19,87.636,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),02-07-16,814.1,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),25-09-22,74.893,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),21-04-15,74.211,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),14-03-11,42.771,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),11-04-23,41.698,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),23-08-16,131.47,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),20-06-14,25.1,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),01-01-21,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),30-12-20,34.34,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),21-09-16,4,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),18-03-11,6891.19,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),11-07-23,33.951,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,O3,Ozone (air),02-07-18,40.427,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),18-11-19,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),07-02-12,23.032,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),28-09-18,86.6,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),19-02-13,128.84,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),03-12-22,2.7,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),07-12-21,21.45,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),28-11-11,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),28-06-23,40.775,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),06-07-14,28.168,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,NO2,Nitrogen dioxide (air),23-12-12,25.991,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,CO,Carbon monoxide (air),20-10-11,2016.096,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,CO,Carbon monoxide (air),26-07-13,4.86,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2018&Year_to=2018&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,CO,Carbon monoxide (air),07-07-14,-0.004,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,CO,Carbon monoxide (air),02-06-17,2071.792,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,PM2.5,Particulate matter < 2.5 µm (aerosol),05-07-11,129.761,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,PM2.5,Particulate matter < 2.5 µm (aerosol),21-08-17,132.992,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SKVER , MS1,PM2.5,Particulate matter < 2.5 µm (aerosol),25-06-21,4.765,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,PM2.5,Particulate matter < 2.5 µm (aerosol),03-05-15,201.979,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BA0031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,SKVER , MS1,SO2,Sulphur dioxide (air),12-08-21,96.847,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , BRIST,SO2,Sulphur dioxide (air),07-12-20,177.026,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , BRIST,SO2,Sulphur dioxide (air),07-02-21,65,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , BRIST,SO2,Sulphur dioxide (air),03-09-21,560.016,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , BRIST,SO2,Sulphur dioxide (air),23-05-20,497.302,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , BRIST,SO2,Sulphur dioxide (air),29-08-17,23.269,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-BA0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
