Country,City,Location,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,TUZLA , BUKINJE,NO2,Nitrogen dioxide (air),2020,36.295,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2022,133.556,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NOX as NO2,Nitrogen oxides (air),2023,93.068,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2021,5562.454,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO,Nitrogen monoxide (air),2022,426.633,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,42.059,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2019,92.568,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,2.009,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2023,13.533,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2017,2,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2021,40.887,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2019,336.795,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2022,71.251,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2017,68.111,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2020,86.798,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2022,192.934,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2021,24.322,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2017,0.002,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,SO2,Sulphur dioxide (air),2022,42.945,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2017,19.196,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2023,144.098,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,119,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2022,63.744,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2016,130.539,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2022,4.477,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2021,,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2020,27.122,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,42.059,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2023,32.939,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2023,55.411,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2019,56,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,18832.842,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2016,757.25,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2022,31270.657,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2023,83.442,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2023,5702.358,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2018,147.964,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,O3,Ozone (air),2020,51.784,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,PM10,Particulate matter < 10 µm (aerosol),2016,62.169,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2023,15.937,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2018,16.665,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2018,12011.16,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2016,99.135,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2019,111.499,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2022,43.969,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2017,44.56,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2023,6.111,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA , BUKINJE,O3,Ozone (air),2018,72.008,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO,Nitrogen monoxide (air),2023,9.764,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,138.369,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO,Nitrogen monoxide (air),2022,99.954,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2018,13.333,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2020,5471.407,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2023,35.686,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2021,25.076,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2018,5.421,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,25.948,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2021,4.547,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2017,26.557,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2019,32.888,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2020,28.556,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2017,10.121,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2017,281.887,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,SO2,Sulphur dioxide (air),2016,200.359,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2020,124.513,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2017,1.048,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2021,21.016,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2018,0.07,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2017,8.76,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO2,Nitrogen dioxide (air),2021,29.983,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NOX as NO2,Nitrogen oxides (air),2022,208.517,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2021,26.969,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,4.177,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2017,21.971,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,0.217,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2018,18.352,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,CO,Carbon monoxide (air),2021,1.754,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2019,25.23,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,NO,Nitrogen monoxide (air),2023,20.856,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,21.62,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,29.131,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,48.677,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,15.582,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,55.878,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2019,64.452,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,35,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2023,53.468,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,43,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,3,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,SO2,Sulphur dioxide (air),2022,0.01,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,225.919,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2019,336.895,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,29.585,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2021,140.918,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,60303.007,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2019,61.666,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,47030.791,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2022,38.093,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,94.169,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,PM10,Particulate matter < 10 µm (aerosol),2020,4.427,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,77.57,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,4.414,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2018,71,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,424.596,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , ILIDZA,O3,Ozone (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2018,138.993,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2023,88.7,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,127.962,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,318.16,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,238.687,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2021,0.869,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,118.213,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2022,266,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,244.254,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2023,52,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2019,3,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,CO,Carbon monoxide (air),2023,1690,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2023,52.808,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO,Nitrogen monoxide (air),2023,160.05,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2021,66.547,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,SO2,Sulphur dioxide (air),2020,138.269,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2021,11.94,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,12.251,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2023,13.875,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,2.023,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,30.805,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,73.037,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,57.261,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2023,71.78,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,35.995,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2016,8337.34,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2017,48.799,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,35.119,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2022,37.781,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2017,1.984,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,O3,Ozone (air),2017,5153.638,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2016,10.026,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,0.617,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2022,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2016,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2016,26.53,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO2,Nitrogen dioxide (air),2023,25.849,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,529.25,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2017,0.431,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2018,0.425,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2023,,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2018,5.405,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,CO,Carbon monoxide (air),2017,0.001,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,LUKAVAC , CENTAR,NO,Nitrogen monoxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO,Nitrogen monoxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO,Nitrogen monoxide (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2019,32.535,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,26.196,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,29.476,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2017,27.285,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2022,0.682,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,1.973,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2016,19.84,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2023,25.966,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2016,113.64,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2021,82.048,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2021,19.3,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,SO2,Sulphur dioxide (air),2021,11.045,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2022,5.937,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2022,73.673,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,SO2,Sulphur dioxide (air),2023,21.124,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,1,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,PM10,Particulate matter < 10 µm (aerosol),2022,17.584,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,11120.267,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,O3,Ozone (air),2021,26143.047,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,36003.075,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO,BJ-AUTOMAT,O3,Ozone (air),2023,86.331,ug/m3,E2a/UTD AQ e-Reporting,
